"openid","roleid","nickname","cumulative_topup_thousand_vnd","tier_history","matches"
"866350709","1674672799","nhườncute",2419,"",517
"365225360","1771619669","Swat.NgáoĐá",2419,"",1874
"131992739","1407030581","Gấu23",2419,"",114
"13478540","1057401681","Khoa_nè..",2419,"",879
"854820879","1517373473","nhijm",2419,"",584
"532230859","1662234902","AG.Hiếu^",2419,"",2954
"782192594","1891163031","Ae-xom-hue",2418,"",1388
"40804924","1394681183","ANAĐI",2418,"",780
"114827930","1676655178","FMG丶GấuĐỏThúi",2418,"",1967
"533122139","1192272314","LE.Titinisi",2418,"",900
"865405496","1982313954","2im_TNT",2418,"",945
"469632624","1559563089","SVCKHANG",2418,"",377
"208724006","1517045502","CVN-ᴵᴬᴹŦoא",2418,"",1232
"935230816","1263442795","VIE.QYUEN",2418,"",497
"573647410","1843883641","AVG~CapTain",2418,"",772
"750253280","1043997862","Lỏ_Ϯộc.!",2418,"",708
"147265215","1143308010","WSL丶NgoanTạ",2418,"",1191
"97503359","1633804195","Game^_^Rác:)",2417,"",1168
"734630237","1685912182","(BH)Binchoinet",2417,"",2746
"85936045","1562710781","LOR-ChèHộtLa",2417,"",2216
"426332460","1246216311","Hoangdat13",2417,"",403
"244237981","1750310580","Hp丶CuBự.ूाीू",2417,"",2782
"836149964","1912311002","HienHy_isme",2417,"",621
"357143503","1692910690","KhoAi",2417,"",965
"5831054","1449947118",">-BY{K&B}BO->",2417,"",1635
"519407251","1769290758","LoveLikeThis",2417,"",905
"221186094","1270099414","sᴛ..Lonqᴛʀọc",2416,"",1852
"228100439","1718277379","SottHoang",2416,"",842
"73839700","1380271864","Loan_Xink",2416,"",1467
"484665978","1139719801","TòTíTeTòTee",2416,"",4600
"264449445","1808671733","乂乂丶Tiger-Gạo",2415,"",1773
"290424288","1139755161","CuongNguynx",2415,"",6
"117570814","1010082207","『Gáy』TungAnh",2415,"",1088
"251110426","1152017335","SEA_Dark",2415,"",4202
"551781403","1545455584","Eliza_Adams615",2415,"",4570
"371520681","1695066232","瞬Zz",2415,"",1378
"878990796","1529691720","ALâm_Cầm_M200",2415,"",1371
"510737571","1497731859","Nicolas_2613",2415,"",521
"386818899","1579188605","〘SoS〙DCTus",2415,"",601
"377559748","1579815009","#HuuTrong",2414,"",973
"850017893","1748187011","Bố〆HợpNhé!!",2414,"",2773
"459722499","1464253423","#NGtri!!!",2414,"",1369
"112333492","1905468030","CSCĐ:୧ậuBa",2414,"",4141
"725571435","1911619881","「89」NamBlack",2414,"",1008
"859897750","1569054209","M.Tấn777★",2414,"",1428
"785093151","1045062504","Ken.Báo.:)).k1",2414,"",1132
"374166473","1838700392","VănQuân•",2413,"",99
"617539586","1873531649","Mạnh_333",2413,"",440
"390929607","1163840881","Novoa.",2413,"",1002
"47647200","1840922819","anh-tiến",2413,"",574
"381425328","1961357470","VnFist",2413,"",1047
"382395926","1688818767","Cẩu_Đế",2413,"",646
"642436761","1154974004","Fish.?",2413,"",580
"40009768","1922566133","BéTuw001",2413,"",1211
"46243210","1268257978","Huỳnh丶TOM",2413,"",2276
"812286802","1545824140","GD_Nestea",2413,"",677
"550794991","1885093452","aduanhhuy",2413,"",995
"24111352","1420505233","ZPé_Hột_Lu",2412,"",795
"279582670","1910375692","PK-17",2412,"",954
"410343234","1459303429","ChủVựaRau",2412,"",1166
"52137622","1352717712","WR°Múu001",2412,"",2966
"164961069","1165564737","『CaTs』MåOßéø",2412,"",1311
"822518117","1170364870","ThợĐiệnĐây",2412,"",1727
"343883442","1711098874","꧁βáղɦ︵βèOᯓ'˚",2412,"",373
"99314768","1740952817","KhoMau",2412,"",348
"755992651","1795768400","XNYʚBoiiɞ",2412,"",1640
"315361698","1443140021","NghyenVippp",2412,"",330
"39673064","1311171231","THẦYGIÁOVINH",2412,"",973
"762678755","1595249575","xShyn",2412,"",443
"716043352","1904902865","Hưng010107",2412,"",377
"942817493","1587581109","Thànhan1",2412,"",1851
"52845390","1454847128","NoHopeNoLove",2411,"",377
"894847693","1933364944","GOD.Bear.???",2411,"",262
"565701573","1630061592","ｍｏｎｔｒầｎ",2411,"",1034
"305571295","1431892384","W丶Cáobịngáo",2411,"",4399
"114384822","1493221615","《19`c1》bụp",2411,"",2826
"156080466","1469370241","Prayer",2411,"",1637
"57433904","1083920577","Phương°»",2411,"",2170
"291059819","1458500471","VTrung18!",2411,"",261
"934481762","1790198749","ebeTienn",2411,"",1968
"696037695","1862988305","Maxpro123",2411,"",1320
"220709693","1522857827","SiêuNhânBảyMàu",2410,"",1495
"791585134","1556531932","Uầy",2410,"",1798
"633570738","1018105191","EVO_trang:((",2410,"",710
"638827881","1947643500","1HitLàRụi",2410,"",1203
"944203191","1547771105","AvG_OCD",2410,"",1250
"13835706","1091425755","Vnlinh203@",2410,"",510
"622044999","1353771839","Bố001",2410,"",775
"145932637","1410525763","Seen8628",2409,"",754
"14411806","1313774753","HPF丶ĐạtKòy",2409,"",1184
"20835445","1078285048","Mercenary_jery",2409,"",565
"42131775","1875804964","『PP』Jσƙer",2409,"",2063
"353725211","1988663018","DNW丶StingXanh",2409,"",2402
"190411809","1448525105","Trongduc99",2409,"",2571
"414287036","1301284835","BN♦️BéO♥️",2409,"",1747
"456008889","1449538776","ChiO",2409,"",1309
"675615763","1038477563","༺Hoàng_Hải༻",2409,"",2956
"948601834","1814690961","CắnLồnMGiờ",2409,"",1064
"538535089","1891137473","GOD.BbyBoo",2408,"",316
"817370897","1488882048","one_kill999",2408,"",1057
"838727761","1459261914","62丶NEØ",2408,"",5489
"79986596","1799485073","Buskie",2408,"",336
"91750266","1207873974","『102』ᵛᶰMan®",2408,"",3133
"757450174","1560911385","ƁŦ丶HữwTài",2408,"",3412
"149197914","1298928882","XMKenn",2407,"",167
"218512081","1034213815","Hà_Tôm",2407,"",1262
"333011378","1648848526","Cthanh02",2407,"",291
"141942262","1505364845","『ᴊǫᴋ』Hùng〤Jiu쥐",2407,"",1782
"553567777","1385829727","Hạnhkhum",2407,"",718
"709080645","1577273076","тιểυ-тнấт",2407,"",836
"277994829","1822025935","Ruru#",2407,"",409
"104066315","1490864382","Vinhhcubu",2407,"",574
"625222836","1103038926","Tay~Súng~Gìa",2407,"",4579
"276361271","1524836880","ᴄᴏʟᴇʏᴅᴢᴢ",2407,"",2287
"54331946","1836473005","Thinn07",2406,"",730
"178536589","1184416432","GấuĐỏ",2406,"",925
"504737619","1846664912","Sarix2001",2406,"",614
"269983427","1734699470","IAMTSANG?",2406,"",6883
"998768695","1378003240","๛тв_вố-ɢιà$$$",2406,"",2021
"68930189","1698811935","ᴘʀᴇмιᴇʀ.ᴇʟιтᴇ",2406,"",1231
"409098108","1264621980","ĐjchMooẹNPHVNG",2406,"",770
"233079279","1697346581","C.S.I_Woft",2406,"",1073
"671565496","1780884600","SủiCảoTứXuyên",2405,"",662
"451907512","1012762637","『H丶Yuna_Chan",2405,"",1616
"847093140","1200714925","JohnWickᗪ",2405,"",251
"333186633","1107043377","{^o^}_{^:^}",2405,"",1502
"721668073","1282323522","_Zeno-",2405,"",443
"873082928","1624960829","WB_Ares",2405,"",500
"79566987","1233532157","ThậtMạnh",2405,"",906
"525779015","1102198138","Ɗυу_1_вăηg",2405,"",2655
"740107340","1101175549","_Giyu⸽Senpai.Ϟ",2405,"",327
"508926641","1381200992","Tháionekil",2405,"",964
"440758840","1984213542","Eva_Cain938",2405,"",257
"83830727","1312223003","Hin__",2404,"",166
"929429582","1744131877","ƁéĐâyNè",2404,"",1988
"345013727","1228517513","SILENT•BOY",2404,"",25
"511401603","1045423335","XúcXíchBòViên",2404,"",1734
"463378672","1418073741","Ơ_Kìa!!!",2404,"",1661
"976391416","1695288681","SιêuNнâɴĐỏ",2404,"",2443
"133592492","1645105920","QTD_Chách5củ",2404,"",4251
"63412843","1867498196","AiL҉ee┇ᴺᵒᴴᵒᵖᵉ",2404,"",1249
"471036816","1454721908","THE-_-END",2404,"",1233
"260587122","1743811289","-KillerB-",2404,"",86
"210870808","1630907542","CRS_Texas",2404,"",453
"319866865","1324063937","long_mvp",2404,"",614
"772942077","1806788162","ᴅᴏᴍɪɴɪᴄღ",2404,"",5359
"74353108","1814255859","Vlxx~QuảCam",2403,"",487
"226942189","1309694857","2tay2zu",2403,"",426
"262856205","1290066826","Shin:Sniper",2403,"",8865
"739191157","1702738226","Curangme",2403,"",913
"695792228","1298408931","︵BỐメđời",2403,"",1610
"512343364","1009007465","Peter_Booth098",2403,"",1434
"248355551","1498799422","15K1_HoaCảiNổ",2403,"",3246
"890647375","1606237194","ToKuDa_",2402,"",1577
"548826930","1347784884","H2U8Y08",2402,"",1269
"463032050","1886989491","kylin",2402,"",1813
"580460226","1495340381","Ķim«Ťůŷếń",2402,"",391
"728540256","1062988428","HắcĐế97",2402,"",1564
"558394017","1086390253","Đạo_tổ",2402,"",318
"724317080","1406612276","MrHoàng",2402,"",768
"38405060","1245947146","TDSweet",2402,"",70
"194667042","1608457906","Thành!",2402,"",488
"356773411","1787113862","quoctan1",2402,"",1805
"667706856","1245371365","It's.bicolnˇϞ",2401,"",1680
"783688851","1831083347","•Phước•",2401,"",293
"228902271","1143000070","Aoiyuki207",2401,"",1472
"47501131","1014673448","sSBỌCẠPSs",2401,"",624
"437107389","1302522114","Uzumi(>0_o)>",2401,"",928
"124698531","1117185423","『TB』17No1",2401,"",2239
"121340421","1501342080","乡¢нιếи۶вιиh",2401,"",415
"894478053","1809913973","•MIT•",2401,"",46
"176513487","1445028129","Anhtraisaygex",2401,"",450
"15670945","1701183692","AK_Dwtz",2400,"",2000
"533864497","1623416334","Kara_Best996",2400,"",2203
"115680657","1105377480","¹²³๛",2400,"",2247
"429893126","1948960462","TiệmCắtTóc*",2400,"",965
"664558825","1285892033","Khangzenz",2400,"",795
"979234069","1578373355","Thành77",2400,"",518
"821792373","1938166391","@*RedBull*@",2400,"",1775
"812885886","1139867428","QT-Đen",2400,"",3583
"864777579","1701206006","『AG』CáSặc",2400,"",2515
"624150688","1899679736","Huy.Gà.2002",2399,"",1175
"343357231","1881130799","ᴆɴ丶ᴍɪɴᴢʏ.㊎",2399,"",4393
"453209505","1757150023","BùiAnh",2399,"",643
"124387939","1730814006","It’sme",2399,"",2247
"645590472","1381208259","Z1K2P_1381208259",2399,"",594
"56798581","1948534148","Mercedes__Benz",2399,"",3806
"876897742","1190898599","ChịTớiĐây",2399,"",472
"181364410","1440141911","ManhTuan-ver2",2399,"",513
"207591526","1135537552","Quốc.Lủi",2399,"",1540
"399751432","1172435301","GymerNửaMùa",2399,"",1582
"912136355","1652970230","Chắcok",2399,"",672
"138612549","1331598591","Q8-No_95",2399,"",885
"881701169","1883531480","chú3bựa*",2398,"",651
"452856135","1814949403","ImLặngChoKhầy",2398,"",947
"520906292","1331807384","Senkobum",2398,"",827
"430185388","1908723963","deathsugun",2398,"",83
"804965097","1127771009","XeTăngĐứtXích.",2398,"",1146
"806047943","1125575249","Đụnhầmmẹbạn",2398,"",745
"792641698","1544418589","Mizuhara",2398,"",1566
"595420445","1117872875","giz961",2397,"",195
"630809050","1947490056","Poca",2397,"",2284
"589906958","1822917440","Ngoclanmeomeo",2397,"",751
"348107707","1134937874","Kaka_BenBen2k",2397,"",861
"720752892","1103709882","MRVIP",2397,"",427
"562779664","1847328762","Ŧ丶MiAnHê요",2396,"",1139
"397489703","1951515802","NinhConnHD",2396,"",816
"271270169","1042373030","Phuclongca33",2396,"",355
"55068597","1758723488","Bw丶Tunnho",2396,"",1474
"650696509","1327930566","Chis_KINR",2396,"",754
"27355145","1120107213","亗Շɦ¡êทՇử亗",2396,"",2124
"750332762","1808325803","ᴊʙᴇʏ☻",2395,"",296
"52264579","1596929861","hạnhporo",2395,"",1650
"454510721","1118434046","Paradei",2395,"",1170
"444767317","1155418750","GanToNhấtXã",2395,"",774
"180487038","1913737372","leanhdaden",2395,"",908
"232202392","1346155269","тнợѕăиℓσℓ¡",2395,"",1080
"20309368","1356072028","Toan2003@",2395,"",611
"195314107","1071120304","20-CR7",2394,"",1281
"534095385","1823841962","TQuốcNhânn",2394,"",1208
"550159517","1661974229","乂乂丶及那我那邊",2394,"",868
"973660421","1496021454","LFッGà",2394,"",4361
"137477998","1106399486","Fanhzzz",2394,"",1648
"661210140","1761804817","FAL-Icecube",2394,"",1661
"430377706","1801158159","NguyenKhaArs",2394,"",996
"828056506","1845917311","✌︎ハンサム★",2394,"",1589
"732466501","1196276740","top1_Exciter",2394,"",144
"54092202","1210546328","・ĐiềnĐô・",2394,"",128
"425775094","1485723706","�best�",2393,"",1693
"573410518","1233987801","CL〵AnhThư",2393,"",270
"628683205","1643090843","CụBàLênBar",2393,"",806
"690039584","1092984345","HùngLoĐược",2393,"",1267
"126736211","1574741688","ThiKiettt",2393,"",149
"962029686","1378671968","VTinh7788",2393,"",866
"639249275","1399270837","MìnhĐ!tNhauĐi",2393,"",974
"203767628","1205423138","『GAO』-Đen-",2393,"",900
"200115262","1523970427","NMinh..!",2392,"",350
"733247052","1420920178","Audra_Clark604",2392,"",1309
"749977458","1773925526","ɦεყ☞ɓɑɓყ...ᴥ",2392,"",1225
"930597723","1132629876","『KR』6h30p",2392,"",2986
"807981382","1829710088","_Bún_102",2392,"",378
"214069292","1171062935","ᴀʟʙᴇʀᴛ_ᴏʀᴄᴀ",2392,"",3677
"827019567","1232345193","『HR』нảιĐăɴG",2392,"",2582
"182382504","1426377959","GOD·OrionSoSad",2391,"",3285
"117528758","1131016589","GaoĐỏPhêCỏ",2391,"",2184
"480999943","1295572773",".CònCáiNịt.",2391,"",763
"600854282","1913237026","TvQ",2390,"",1888
"312328733","1186292273","KhaMáyTap",2390,"",2659
"149689146","1475958639","Bi_CFL",2390,"",1546
"321997541","1828601349","ᴀʙᴄᴅᴢʏ",2390,"",891
"972871856","1592083539","MrMins",2389,"",1482
"906235913","1045713528","gánhteamngu",2389,"",862
"884829291","1445033502","Bachdenxixi",2389,"",219
"282299228","1159750711","BN_QUYẾT",2389,"",3687
"150772431","1327081078","BỈ",2389,"",1039
"330799058","1114924567","Khuong",2388,"",382
"663661087","1016387168","CF.G7",2388,"",2625
"146757087","1681300110","DNW丶LStylist.P",2388,"",2842
"251246844","1874128943","ミ76ᰔᩚ丶Royar",2388,"",2055
"319412668","1028063262","™69£Ba.Trà√Cú",2388,"",1298
"561439841","1135316512","AvG丶Magus",2388,"",907
"147024086","1535555902","ĐụMẹBắcKì",2388,"",4808
"311028639","1079894494","Spooc•Tc",2388,"",162
"189554293","1774064434","RauMáTiênS1nh",2388,"",745
"862497098","1687775139","3ᴍ︵Emsắprarồi",2387,"",620
"491963483","1374754693","тнιệт.1.ᴋɪʟʟ**",2387,"",1170
"697120977","1459923519","CF.GACON69",2387,"",756
"794466483","1111201526","ĐOÁ",2387,"",1928
"95078368","1444579274","47ᴄғ_Ƙσŧᶒᶍ",2387,"",905
"558034183","1760891342","Để-Mai-Tính",2387,"",2216
"492774978","1551176393","MinhQuang18",2387,"",1167
"90435598","1834905927","oIoLuffy",2387,"",0
"134626062","1185009727","Hai_CR",2387,"",536
"317097302","1853689046","W2K_TN®Báo",2387,"",2069
"431358268","1434763263","IRIS001",2387,"",383
"878238831","1087850755","Muỗii.",2386,"",276
"912986078","1913665085","luvHazi",2386,"",187
"412650943","1566094163","阮坦达",2386,"",1092
"69794183","1551778997","HỒBÁCHNAM",2386,"",167
"270852859","1101915723","Dangloiii",2386,"",569
"793019003","1868545410","Kiên_GióTai07",2386,"",1610
"616779221","1367485410","ʟᴏᴠᴇʟʏ౨ৎ",2386,"",579
"885821073","1584709526","Thành..Côn",2386,"",598
"954201075","1495309107","Akashi_ISS",2386,"",1041
"790821891","1746984370","Ϟ.Ｓắc_Ｄục.☻",2386,"",420
"888761223","1027031451","TG︵ĐanHuyy",2385,"",618
"90170816","1363701737","HàoMilk⁰⁴",2385,"",521
"945422058","1183068585","ThuaLàTạiLag",2385,"",148
"35651046","1889652970","Krazy_Baby",2385,"",1677
"616009068","1343268323","Bo10",2385,"",113
"273789025","1516019192","QuỳnhVàAnh",2385,"",638
"261981039","1782405597","Tao3330",2385,"",508
"618683164","1003625498","kdmzero-UwU",2385,"",190
"862454414","1483892936","TieuBaoNhi",2385,"",1242
"757374214","1607282549","He_he_he......",2385,"",1084
"284047816","1593842673","Besua031",2385,"",968
"625336361","1145302402","ミÇɦíρツ!!.",2385,"",1116
"938950174","1511516580","Sâu_Riêng12",2384,"",98
"184597452","1130422162","<^^>Sang",2384,"",264
"817189327","1429581653","adu-ăng-thai",2384,"",653
"755387016","1183931225","Tém",2384,"",1177
"531277989","1994581626","『AP』EmBéÚt",2384,"",745
"743082055","1867605520","Mandy_Bates261",2384,"",692
"973686704","1404551859","NhìnCáiLoz.",2384,"",491
"816511584","1474881886","Đỏ_đỡ_đòn",2384,"",692
"13632397","1741079593","SunShine",2384,"",2579
"641929218","1526621708","Bắp-.-",2384,"",153
"306669940","1417132407","Darkknight.mt",2384,"",897
"436314527","1826739292","BắNGu,ĐẩyDốT.",2383,"",1930
"216491899","1157467800","Dark_baby",2383,"",405
"396158533","1639752602","á_hự",2383,"",3102
"680534870","1017199917","EVO.SơnXạThủ",2383,"",920
"159017030","1163866618","(-TH-)",2383,"",1020
"273635398","1532049235","phuduc",2383,"",662
"96831150","1882420208","AVG_HồnThiênĐế",2383,"",1347
"398471739","1075482079","F3rrenzi.",2383,"",1778
"582887517","1351742388","Minhbeovp",2383,"",1097
"874839469","1807661292","☞AnhBaCu☜",2383,"",2301
"40508399","1343695809","K2R丶NoRich",2383,"",822
"514052110","1682724831","Ziczac97",2383,"",112
"480053467","1599964224","Shine_HL",2383,"",3928
"857836253","1522333505","ˢᵒˢﮩ٨ـ-Huy79",2383,"",640
"897898658","1723702684","ChillGuyyy",2383,"",419
"374189427","1013796007","Anh.ơi.e.ra",2383,"",1576
"417714773","1965949583","PU丶Bùi_Việt",2383,"",1825
"7804152","1575657331","YAGI25",2383,"",2756
"604126308","1612543263","JenoVN",2382,"",718
"835697719","1888084205","NgTinh6868",2382,"",989
"148651941","1521071977","ŠmL͡×Tèoッ",2382,"",3981
"879760965","1633636752","Nghiemm",2382,"",1428
"357504252","1277282586","ĐứcϟHiếu亗",2382,"",1558
"905454174","1813281823","stinh",2382,"",1190
"987374302","1029423927","VTC1",2382,"",2044
"33279325","1286637768","AvG_Khói",2382,"",581
"285098208","1109761079","Quỷ-Thiện-Xạ",2382,"",263
"725324518","1890012145","aiiiiiiiiii",2382,"",2301
"53670243","1947548401","AS.JanXD",2381,"",985
